city,last_buy_time,title,house_id,area,publish_time,watch_num,average_price,location,focus_num,community,price,model,link
34,2017-08-05,"103.97745464,30.67628598",2014-06-13,青羊,81.83,https://cd.lianjia.com/ershoufang/106100546213.html,16498,80,心灵家园清水套二，户型方正，带阳台采光好,心灵家园  , 2室2厅 ,106100546213,1350000.0
34,2017-08-02,"104.004275,30.689082",2014-09-28,青羊,89.24,https://cd.lianjia.com/ershoufang/106100536660.html,16585,41,印象金沙，89平套二，客厅带阳台，户型方正,印象金沙  , 2室2厅 ,106100536660,1480000.0
67,2017-08-08,"104.00932565,30.68334076",2010-06-21,青羊,122.15,https://cd.lianjia.com/ershoufang/106100552129.html,22923,74,西园四期3室2厅交通便利小区环境干净舒适适合居住,金沙西园四期  , 3室2厅 ,106100552129,2800000.0
48,2017-04-26,"104.044265,30.662501",2008-05-03,青羊,50.44,https://cd.lianjia.com/ershoufang/106100296926.html,29739,64,百花西路上，中间楼层，有装修。,百花西路9号  , 2室1厅 ,106100296926,1500000.0
25,2017-08-08,"104.01041933,30.68086509",2010-12-08,青羊,84.65,https://cd.lianjia.com/ershoufang/106100553917.html,21619,7,内金沙 电梯套二 客厅卧室连通阳台 有装修,祥域  , 2室2厅 ,106100553917,1830000.0
21,2017-08-24,"103.992074,30.689136",2014-10-21,青羊,89.2,https://cd.lianjia.com/ershoufang/106100596441.html,17377,26,蓝光coco一期清水双卫套三 客厅带阳台 东南向看河！！,蓝光COCO金沙一期  , 3室2厅 ,106100596441,1550000.0
45,2017-08-14,"104.14936239,30.60307171",2014-01-27,锦江,64.41,https://cd.lianjia.com/ershoufang/106100570028.html,14998,78,鑫苑名家二期套二，对小区里面，经典小套二,鑫苑名家二期  , 2室1厅 ,106100570028,966000.0
93,2017-08-02,"104.10996725,30.65183127",2007-07-27,锦江,63.22,https://cd.lianjia.com/ershoufang/106100536965.html,12338,49,蜀都花园套一  低楼层   不临街,蜀都花园  , 1室2厅 ,106100536965,780000.0
31,2017-06-08,"104.097693,30.626789",2012-06-12,锦江,64.66,https://cd.lianjia.com/ershoufang/106100400666.html,17786,52,摩玛城   自住装修    标准套一对中庭,摩玛城  , 1室1厅 ,106100400666,1150000.0
62,2017-04-09,"104.07711447,30.65483729",2010-12-04,锦江,74.56,https://cd.lianjia.com/ershoufang/106100257151.html,30446,223,锦江明珠标准套二   双卧室朝南,锦江明珠  , 2室1厅 ,106100257151,2270000.0
7,2017-08-09,"104.118491,30.634294",2010-05-24,锦江,74.82,https://cd.lianjia.com/ershoufang/106100554641.html,23390,27,澳龙名城，客厅带阳台套二，满两年,澳龙名城  , 2室2厅 ,106100554641,1750000.0
90,2017-08-15,"103.999972,30.687538",2013-10-11,青羊,90.32,https://cd.lianjia.com/ershoufang/106100571068.html,17715,51,保利金香槟 套三 客厅带阳台 主卧带飘窗,保利金香槟  , 3室2厅 ,106100571068,1600000.0
239,2017-04-22,"104.075106,30.641574",2002-06-10,武侯,100.75,https://cd.lianjia.com/ershoufang/106100287339.html,12407,93,林荫街9号 中楼层 三居室 安静不临街,林荫街9号  , 3室2厅 ,106100287339,1250000.0
27,2017-07-18,"104.088232,30.657778",2014-11-11,锦江,89.96,https://cd.lianjia.com/ershoufang/106100500495.html,40018,37,铁狮门晶融汇 两居室 看太古里,铁狮门晶融汇  , 2室2厅 ,106100500495,3600000.0
77,2017-04-07,"104.113347,30.635146",2011-12-31,锦江,81.74,https://cd.lianjia.com/ershoufang/106100251285.html,20431,269,镏金套二改套三，双阳台，设计师装修,镏金岁月  , 2室2厅 ,106100251285,1670000.0
240,2017-08-09,"104.130652,30.606018",2011-05-25,锦江,82.17,https://cd.lianjia.com/ershoufang/106100555713.html,11562,43,上东锦城A区套二，有装修，有家具家电,上东锦城A区  , 2室2厅 ,106100555713,950000.0
55,2017-07-25,"104.112812,30.623982",2011-05-09,锦江,88.03,https://cd.lianjia.com/ershoufang/106100517803.html,15904,71,交大绿岭一期，高楼层套二，有装修,交大绿岭一期  , 2室1厅 ,106100517803,1400000.0
192,2017-07-02,"104.133482,30.608059",2014-09-01,锦江,87.0,https://cd.lianjia.com/ershoufang/106100462448.html,13564,232,客厅带阳台，东南朝向，户型方正，中间楼层,蓝谷地天域  , 2室2厅 ,106100462448,1180000.0
147,2017-07-27,"104.102412,30.618452",2011-02-16,锦江,85.21,https://cd.lianjia.com/ershoufang/106100521101.html,17017,96,翡翠城四期 套二 有装修 有阳台,翡翠城四期  , 2室1厅 ,106100521101,1450000.0
14,2017-08-09,"104.099424,30.630257",2013-02-22,锦江,90.83,https://cd.lianjia.com/ershoufang/106100554167.html,26423,29,望江橡树林二期   套三单卫有装修,瑞升望江橡树林二期  , 3室2厅 ,106100554167,2400000.0
38,2017-08-03,"104.094953,30.627638",2004-07-09,锦江,141.3,https://cd.lianjia.com/ershoufang/106100539527.html,20524,33,国信滨河雅居套三双卫，东南朝向,国信滨河雅居  , 3室2厅 ,106100539527,2900000.0
195,2017-08-06,"104.122735,30.624413",2012-11-08,锦江,70.06,https://cd.lianjia.com/ershoufang/106100547861.html,16843,63,二环边，沙河壹号居家套二可做套三,沙河壹号一期  , 2室2厅 ,106100547861,1180000.0
83,2016-11-04,"104.095343,30.652718",2010-03-03,锦江,116.28,https://cd.lianjia.com/ershoufang/106092876705.html,32680,252,时代豪庭一期朝南套二 带装修 看房方便,时代豪庭一期  , 2室2厅 ,106092876705,3800000.0
22,2017-08-06,"104.09855368,30.62856129",2010-11-05,锦江,122.6,https://cd.lianjia.com/ershoufang/106100548757.html,24960,51,望江橡树林一期 套三双卫 带阳台 清水房,望江橡树林一期  , 3室2厅 ,106100548757,3060000.0
18,2017-08-16,"104.148173,30.599724",2010-09-20,锦江,136.62,https://cd.lianjia.com/ershoufang/106100575483.html,15738,35,户型好，采光充足，大套三双卫！,和祥瑞苑  , 3室2厅 ,106100575483,2150000.0
11,2017-08-23,"104.139912,30.604777",2015-05-04,锦江,96.72,https://cd.lianjia.com/ershoufang/106100593102.html,15716,30,卓锦城三期 套二双卫 带阳台 朝西南,卓锦城三期  , 2室2厅 ,106100593102,1520000.0
25,2017-08-07,"104.098809,30.61789",2012-06-11,锦江,120.42,https://cd.lianjia.com/ershoufang/106100550030.html,27405,36,翡翠城五期，中间楼层，方正户型，有地暖有空调,翡翠城五期  , 3室2厅 ,106100550030,3300000.0
21,2017-08-05,"104.10438,30.615065",2007-03-20,锦江,120.24,https://cd.lianjia.com/ershoufang/106100544660.html,16468,23,康郡 套三双卫 有装修 有阳台,康郡  , 3室2厅 ,106100544660,1980000.0
39,2017-08-05,"104.09097164,30.60456576",2012-03-21,锦江,88.22,https://cd.lianjia.com/ershoufang/106100545800.html,18024,25,凯丽香江 3室2厅 交通便利 不临路 ,蓝光凯丽香江  , 3室2厅 ,106100545800,1590000.0
31,2017-08-22,"104.14922418,30.60434029",2012-06-18,锦江,104.46,https://cd.lianjia.com/ershoufang/106100590459.html,15317,33,鑫苑名家一期三室两厅一卫有装修,鑫苑名家一期  , 3室2厅 ,106100590459,1600000.0
